"";"mod2";"modalite";"sp1";"sp2";"pot";"sp";"ind";"etat";"origine";"nbleaves1";"le length";"le width";"st diam";"st length";"obs";"date";"mort";"area";"masse";"masse_tot.x";"vol";"masse_tot.y";"vol_tot";"diffmass";"diffvol";"X";"nom_binomial";"basisOfRecord";"individualCount";"kingdom";"recordedBy";"eventDate";"country";"countryCode";"island";"licence"
"925";"INTER4 POUBOR LEULEU 5 POUBOR 1";"INTER4";"POUBOR";"LEULEU";5;"POUBOR";1;1;NA;4;5,1;3,2;2;4,9;"MR";2024-10-11;NA;16,32;-0,00533019083839162;-0,0239858587727623;9,8;0,4025;5,226;0,426485858772762;-4,574;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"926";"INTER4 POUBOR LEULEU 5 POUBOR 2";"INTER4";"POUBOR";"LEULEU";5;"POUBOR";2;1;"s";6;7,8;5,6;2;6,9;"MR";2024-10-11;NA;43,68;0,0403062274119454;0,261990478177645;13,8;3,805;45,0625;3,54300952182236;31,2625;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"927";"INTER4 POUBOR LEULEU 5 POUBOR 3";"INTER4";"POUBOR";"LEULEU";5;"POUBOR";3;1;"s";3;8,1;7,5;3;3,2;"MR";2024-10-11;NA;60,75;0,068778948886114;0,206336846658342;9,6;0,995;16,72;0,788663153341658;7,12;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"928";"INTER4 PSICAT COPBOR 1 COPBOR 4";"INTER4";"PSICAT";"COPBOR";1;"COPBOR";4;1;NA;6;1,7;0,6;1,2;3;"MR, NS";2024-10-04;NA;1,02;0,00538084914616055;0,0322850948769633;3,6;0,385;0,855;0,352714905123037;-2,745;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"929";"INTER4 PSICAT COPBOR 1 PSICAT 1";"INTER4";"PSICAT";"COPBOR";1;"PSICAT";1;1;NA;8;1,4;0,8;0,8;2,5;"MR, NS";2024-10-04;NA;1,12;0,00368076144337479;0,0294460915469983;2;3,02714285714286;16,052;2,99769676559586;14,052;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"930";"INTER4 PSICAT COPBOR 1 PSICAT 2";"INTER4";"PSICAT";"COPBOR";1;"PSICAT";2;0;NA;12;1;0,5;0,8;1,5;"MR, NS";2024-10-04;NA;0,5;0,000982713214203189;0,0117925585704383;1,2;2,55;19,27;2,53820744142956;18,07;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"931";"INTER4 PSICAT COPBOR 1 PSICAT 3";"INTER4";"PSICAT";"COPBOR";1;"PSICAT";3;1;NA;9;1,5;0,7;0,8;2;"MR, NS";2024-10-04;NA;1,05;0,00337614309491993;0,0303852878542794;1,6;6,0489;22,185;6,01851471214572;20,585;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"932";"INTER4 PSICAT COPBOR 2 COPBOR 4";"INTER4";"PSICAT";"COPBOR";2;"COPBOR";4;1;NA;4;1,9;0,8;1;2;"MR, NS";2024-10-04;NA;1,52;0,00689985677426799;0,027599427097072;2;0,516;1,56;0,488400572902928;-0,44;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"933";"INTER4 PSICAT COPBOR 2 PSICAT 1";"INTER4";"PSICAT";"COPBOR";2;"PSICAT";1;1;NA;10;1,3;0,8;0,8;2,5;"MR, NS";2024-10-04;NA;1,04;0,00333262618799781;0,0333262618799781;2;8,3125;37,75;8,27917373812002;35,75;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"934";"INTER4 PSICAT COPBOR 2 PSICAT 2";"INTER4";"PSICAT";"COPBOR";2;"PSICAT";2;1;NA;10;1,5;0,7;0,8;3;"MR, NS";2024-10-04;NA;1,05;0,00337614309491993;0,0337614309491993;2,4;3,5512;44,02;3,5174385690508;41,62;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"935";"INTER4 PSICAT COPBOR 2 PSICAT 3";"INTER4";"PSICAT";"COPBOR";2;"PSICAT";3;1;NA;8;1,2;0,75;0,6;2,3;"MR, NS";2024-10-04;NA;0,9;0,00272338949108809;0,0217871159287047;1,38;4,503;16,56;4,48121288407129;15,18;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"936";"INTER4 PSICAT COPBOR 3 COPBOR 4";"INTER4";"PSICAT";"COPBOR";3;"COPBOR";4;1;NA;4;1,7;0,55;1,2;2,3;"MR, NS";2024-10-04;NA;0,935;0,00512261784938228;0,0204904713975291;2,76;0,2295;0,205;0,209009528602471;-2,555;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"937";"INTER4 PSICAT COPBOR 3 PSICAT 1";"INTER4";"PSICAT";"COPBOR";3;"PSICAT";1;1;NA;10;1,5;0,8;1;3,4;"MR, NS";2024-10-04;NA;1,2;0,00402889669875177;0,0402889669875177;3,4;5,0416;11,16;5,00131103301248;7,76;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"938";"INTER4 PSICAT COPBOR 3 PSICAT 2";"INTER4";"PSICAT";"COPBOR";3;"PSICAT";2;1;NA;10;1,7;0,9;0,9;3,7;"MR, NS";2024-10-04;NA;1,53;0,00546495462718181;0,0546495462718181;3,33;6,16044444444444;16,495;6,10579489817263;13,165;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"939";"INTER4 PSICAT COPBOR 3 PSICAT 3";"INTER4";"PSICAT";"COPBOR";3;"PSICAT";3;1;NA;10;1,4;0,7;0,8;2,1;"MR, NS";2024-10-04;NA;0,98;0,00307152474646507;0,0307152474646507;1,68;4,27;12,24;4,23928475253535;10,56;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"940";"INTER4 PSICAT COPBOR 4 COPBOR 4";"INTER4";"PSICAT";"COPBOR";4;"COPBOR";4;1;NA;4;1,7;0,8;1;2,1;"MR, NS";2024-10-04;NA;1,36;0,00641377433327361;0,0256550973330944;2,1;0,235;0,49;0,209344902666906;-1,61;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"941";"INTER4 PSICAT COPBOR 4 PSICAT 1";"INTER4";"PSICAT";"COPBOR";4;"PSICAT";1;1;NA;8;1,4;0,8;0,9;2,8;"MR, NS";2024-10-04;NA;1,12;0,00368076144337479;0,0294460915469983;2,52;6,56133333333333;14,941;6,53188724178633;12,421;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"942";"INTER4 PSICAT COPBOR 4 PSICAT 2";"INTER4";"PSICAT";"COPBOR";4;"PSICAT";2;1;NA;10;1,45;0,8;0,9;2,9;"MR, NS";2024-10-04;NA;1,16;0,00385482907106328;0,0385482907106328;2,61;7,95516666666667;26,264;7,91661837595603;23,654;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"943";"INTER4 PSICAT COPBOR 4 PSICAT 3";"INTER4";"PSICAT";"COPBOR";4;"PSICAT";3;1;NA;8;1,3;0,8;0,7;2,8;"MR, NS";2024-10-04;NA;1,04;0,00333262618799781;0,0266610095039825;1,96;3,25;18,576;3,22333899049602;16,616;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"944";"INTER4 PSICAT COPBOR 5 COPBOR 4";"INTER4";"PSICAT";"COPBOR";5;"COPBOR";4;1;NA;6;1,9;0,5;1;1,7;"MR, NS";2024-10-04;NA;0,95;0,00516818807822551;0,031009128469353;1,7;0,1495;0,3;0,118490871530647;-1,4;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"945";"INTER4 PSICAT COPBOR 5 PSICAT 1";"INTER4";"PSICAT";"COPBOR";5;"PSICAT";1;1;NA;10;1,5;0,8;0,9;3,3;"MR, NS";2024-10-04;NA;1,2;0,00402889669875177;0,0402889669875177;2,97;4,12285714285714;26,835;4,08256817586962;23,865;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"946";"INTER4 PSICAT COPBOR 5 PSICAT 2";"INTER4";"PSICAT";"COPBOR";5;"PSICAT";2;1;NA;10;1,3;0,6;0,8;2,2;"MR, NS";2024-10-04;NA;0,78;0,00220118660802262;0,0220118660802262;1,76;4,015;14,977;3,99298813391977;13,217;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"947";"INTER4 PSICAT COPBOR 5 PSICAT 3";"INTER4";"PSICAT";"COPBOR";5;"PSICAT";3;1;NA;8;1,6;0,85;0,9;2,9;"MR, NS";2024-10-04;NA;1,36;0,00472516720950573;0,0378013376760458;2,61;5,82857142857143;15,4;5,79077009089538;12,79;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"948";"INTER4 PSICAT CROMAU 1 CROMAU 4";"INTER4";"PSICAT";"CROMAU";1;"CROMAU";4;1;NA;7;6,4;3,2;2,5;6,2;"MA, VA, MR";2024-10-03;NA;20,48;0,0486103592019831;0,340272514413882;15,5;6,409;24,5;6,06872748558612;9;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"949";"INTER4 PSICAT CROMAU 1 PSICAT 1";"INTER4";"PSICAT";"CROMAU";1;"PSICAT";1;1;NA;8;1,3;0,9;0,5;3;"MA, VA, MR";2024-10-03;NA;1,17;0,0038983459779854;0,0311867678238832;1,5;0,522;0,8;0,490813232176117;-0,7;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"950";"INTER4 PSICAT CROMAU 1 PSICAT 2";"INTER4";"PSICAT";"CROMAU";1;"PSICAT";2;1;NA;8;1,3;0,8;0,5;2,5;"MA, VA, MR";2024-10-03;NA;1,04;0,00333262618799781;0,0266610095039825;1,25;2,55;3,2;2,52333899049602;1,95;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"951";"INTER4 PSICAT CROMAU 1 PSICAT 3";"INTER4";"PSICAT";"CROMAU";1;"PSICAT";3;1;NA;10;1,7;0,9;0,5;3,3;"MA, VA, MR";2024-10-03;NA;1,53;0,00546495462718181;0,0546495462718181;1,65;1,832;4,6;1,77735045372818;2,95;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"952";"INTER4 PSICAT CROMAU 2 CROMAU 4";"INTER4";"PSICAT";"CROMAU";2;"CROMAU";4;1;NA;8;7,5;3,8;2,5;6,6;"MA, VA, MR";2024-10-03;NA;28,5;0,0693293822403618;0,554635057922894;16,5;6,59;39,2;6,03536494207711;22,7;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"953";"INTER4 PSICAT CROMAU 2 PSICAT 1";"INTER4";"PSICAT";"CROMAU";2;"PSICAT";1;1;NA;6;0,9;0,7;0,5;2,2;"MA, VA, MR";2024-10-03;NA;0,63;0,00154843300419078;0,00929059802514469;1,1;1,083;4,13;1,07370940197485;3,03;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"954";"INTER4 PSICAT CROMAU 2 PSICAT 2";"INTER4";"PSICAT";"CROMAU";2;"PSICAT";2;1;NA;6;0,7;0,7;0,5;2,4;"MA, VA, MR";2024-10-03;NA;0,49;0,000939196307281066;0,00563517784368639;1,2;0,066;0,62;0,0603648221563136;-0,58;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"955";"INTER4 PSICAT CROMAU 2 PSICAT 3";"INTER4";"PSICAT";"CROMAU";2;"PSICAT";3;1;NA;9;1,5;1;0,5;2,8;"MA, VA, MR";2024-10-03;NA;1,5;0,00533440390641545;0,048009635157739;1,4;0,605;4,34;0,556990364842261;2,94;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"956";"INTER4 PSICAT CROMAU 3 CROMAU 4";"INTER4";"PSICAT";"CROMAU";3;"CROMAU";4;1;NA;9;5,6;3;2;5,4;"MA, VA, MR";2024-10-03;NA;16,8;0,0391033760621784;0,351930384559606;10,8;4,616;14,4;4,26406961544039;3,6;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"957";"INTER4 PSICAT CROMAU 3 PSICAT 1";"INTER4";"PSICAT";"CROMAU";3;"PSICAT";1;1;NA;8;1,1;0,7;0,5;3;"MA, VA, MR";2024-10-03;NA;0,77;0,0021576697011005;0,017261357608804;1,5;2,077;7,5;2,0597386423912;6;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"958";"INTER4 PSICAT CROMAU 3 PSICAT 2";"INTER4";"PSICAT";"CROMAU";3;"PSICAT";2;1;NA;7;1,2;0,7;0,5;2,7;"MA, VA, MR";2024-10-03;NA;0,84;0,00246228804955536;0,0172360163468875;1,35;3,256;12,375;3,23876398365311;11,025;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"959";"INTER4 PSICAT CROMAU 3 PSICAT 3";"INTER4";"PSICAT";"CROMAU";3;"PSICAT";3;1;NA;8;1;0,6;0,5;2,1;"MA, VA, MR";2024-10-03;NA;0,6;0,00141788228342441;0,0113430582673953;1,05;2,475;4,95;2,46365694173261;3,9;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"960";"INTER4 PSICAT CROMAU 4 CROMAU 4";"INTER4";"PSICAT";"CROMAU";4;"CROMAU";4;1;NA;7;6,3;3,5;2,5;6;"MA, VA, MR";2024-10-03;NA;22,05;0,0526663275523889;0,368664292866722;15;5,22666666666667;34,425;4,85800237379994;19,425;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"961";"INTER4 PSICAT CROMAU 4 PSICAT 1";"INTER4";"PSICAT";"CROMAU";4;"PSICAT";1;1;NA;10;1,2;0,8;0,5;3,2;"MA, VA, MR";2024-10-03;NA;0,96;0,00298449093262083;0,0298449093262083;1,6;0,994;3,74;0,964155090673792;2,14;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"962";"INTER4 PSICAT CROMAU 4 PSICAT 2";"INTER4";"PSICAT";"CROMAU";4;"PSICAT";2;1;NA;8;1,2;0,7;0,5;2,8;"MA, VA, MR";2024-10-03;NA;0,84;0,00246228804955536;0,0196983043964429;1,4;1,464;3,3;1,44430169560356;1,9;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"963";"INTER4 PSICAT CROMAU 4 PSICAT 3";"INTER4";"PSICAT";"CROMAU";4;"PSICAT";3;1;NA;10;1,5;0,9;0,5;3;"MA, VA, MR";2024-10-03;NA;1,35;0,00468165030258361;0,0468165030258361;1,5;2,84;4,83;2,79318349697416;3,33;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"964";"INTER4 PSICAT CROMAU 5 CROMAU 4";"INTER4";"PSICAT";"CROMAU";5;"CROMAU";4;1;NA;7;4,4;2,7;2,5;6,5;"MA, VA, MR";2024-10-03;NA;11,88;0,0263929529513526;0,184750670659468;16,25;5,90833333333333;37,012;5,72358266267386;20,762;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"965";"INTER4 PSICAT CROMAU 5 PSICAT 1";"INTER4";"PSICAT";"CROMAU";5;"PSICAT";1;1;NA;8;1,1;0,9;0,5;3;"MA, VA, MR";2024-10-03;NA;0,99;0,00311504165338719;0,0249203332270976;1,5;1,984;7,182;1,9590796667729;5,682;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"966";"INTER4 PSICAT CROMAU 5 PSICAT 2";"INTER4";"PSICAT";"CROMAU";5;"PSICAT";2;1;NA;8;1,1;0,8;0,5;2,2;"MA, VA, MR";2024-10-03;NA;0,88;0,00263635567724385;0,0210908454179508;1,1;2,601;8,352;2,57990915458205;7,252;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"967";"INTER4 PSICAT CROMAU 5 PSICAT 3";"INTER4";"PSICAT";"CROMAU";5;"PSICAT";3;1;NA;6;0,8;0,7;0,5;1,7;"MA, VA, MR";2024-10-03;NA;0,56;0,00124381465573592;0,00746288793441554;0,85;0,817;2,394;0,809537112065584;1,544;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"968";"INTER4 PSICAT DIOBOR 1 DIOBOR 4";"INTER4";"PSICAT";"DIOBOR";1;"DIOBOR";4;1;NA;8;5,9;2;2;7,4;"MA, VA, MR";2024-10-03;NA;11,8;0,0655432141705498;0,524345713364398;14,8;4,949;10,92;4,4246542866356;-3,88;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"969";"INTER4 PSICAT DIOBOR 1 PSICAT 1";"INTER4";"PSICAT";"DIOBOR";1;"PSICAT";1;1;NA;7;1,3;0,7;1;2,2;"MA, VA, MR";2024-10-03;NA;0,91;0,00276690639801021;0,0193683447860715;2,2;3,558875;18,15;3,53950665521393;15,95;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"970";"INTER4 PSICAT DIOBOR 1 PSICAT 2";"INTER4";"PSICAT";"DIOBOR";1;"PSICAT";2;1;NA;6;0,8;0,55;1;1,7;"MA, VA, MR";2024-10-03;NA;0,44;0,000721611772670453;0,00432967063602272;1,7;5,55333333333333;13,14;5,54900366269731;11,44;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"971";"INTER4 PSICAT DIOBOR 1 PSICAT 3";"INTER4";"PSICAT";"DIOBOR";1;"PSICAT";3;1;NA;10;1,4;0,7;0,5;3,2;"MA, VA, MR";2024-10-03;NA;0,98;0,00307152474646507;0,0307152474646507;1,6;6,01244444444444;12,25;5,98172919697979;10,65;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"972";"INTER4 PSICAT DIOBOR 2 DIOBOR 4";"INTER4";"PSICAT";"DIOBOR";2;"DIOBOR";4;1;NA;6;6;2,1;1;5,1;"MA, VA, MR";2024-10-03;NA;12,6;0,0696472306056745;0,417883383634047;5,1;5,472;18,315;5,05411661636595;13,215;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"973";"INTER4 PSICAT DIOBOR 2 PSICAT 1";"INTER4";"PSICAT";"DIOBOR";2;"PSICAT";1;1;NA;8;1,1;0,7;0,5;3,4;"MA, VA, MR";2024-10-03;NA;0,77;0,0021576697011005;0,017261357608804;1,7;5,8844;18,15;5,8671386423912;16,45;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"974";"INTER4 PSICAT DIOBOR 2 PSICAT 2";"INTER4";"PSICAT";"DIOBOR";2;"PSICAT";2;1;NA;9;1,5;0,9;1;2,6;"MA, VA, MR";2024-10-03;NA;1,35;0,00468165030258361;0,0421348527232525;2,6;5,508;14,45;5,46586514727675;11,85;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"975";"INTER4 PSICAT DIOBOR 2 PSICAT 3";"INTER4";"PSICAT";"DIOBOR";2;"PSICAT";3;1;NA;8;1,1;0,8;0,5;1,6;"MA, VA, MR";2024-10-03;NA;0,88;0,00263635567724385;0,0210908454179508;0,8;3,5625;6,72;3,54140915458205;5,92;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"976";"INTER4 PSICAT DIOBOR 3 DIOBOR 4";"INTER4";"PSICAT";"DIOBOR";3;"DIOBOR";4;1;NA;6;5,4;1,9;2;10,5;"MA, VA, MR";2024-10-03;NA;10,26;0,0576429825329347;0,345857895197608;21;2,223;7,25;1,87714210480239;-13,75;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"977";"INTER4 PSICAT DIOBOR 3 PSICAT 1";"INTER4";"PSICAT";"DIOBOR";3;"PSICAT";1;1;NA;8;1;0,7;0,5;2,7;"MA, VA, MR";2024-10-03;NA;0,7;0,00185305135264564;0,0148244108211651;1,35;4,53;10,4;4,51517558917883;9,05;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"978";"INTER4 PSICAT DIOBOR 3 PSICAT 2";"INTER4";"PSICAT";"DIOBOR";3;"PSICAT";2;1;NA;8;1;0,7;0,5;2;"MA, VA, MR";2024-10-03;NA;0,7;0,00185305135264564;0,0148244108211651;1;2,8616;6,75;2,84677558917884;5,75;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"979";"INTER4 PSICAT DIOBOR 3 PSICAT 3";"INTER4";"PSICAT";"DIOBOR";3;"PSICAT";3;1;NA;8;1,1;0,7;0,5;2;"MA, VA, MR";2024-10-03;NA;0,77;0,0021576697011005;0,017261357608804;1;4,40142857142857;10,4;4,38416721381977;9,4;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"980";"INTER4 PSICAT DIOBOR 4 DIOBOR 4";"INTER4";"PSICAT";"DIOBOR";4;"DIOBOR";4;1;NA;5;3,5;1,6;1,5;7;"MA, VA, MR";2024-10-03;NA;5,6;0,0337370867983331;0,168685433991665;10,5;0,576;5,58;0,407314566008335;-4,92;5;"Diospyros borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"981";"INTER4 PSICAT DIOBOR 4 PSICAT 1";"INTER4";"PSICAT";"DIOBOR";4;"PSICAT";1;1;NA;10;1,2;0,7;0,5;3,1;"MA, VA, MR";2024-10-03;NA;0,84;0,00246228804955536;0,0246228804955536;1,55;3,258;17,94;3,23337711950445;16,39;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"982";"INTER4 PSICAT DIOBOR 4 PSICAT 2";"INTER4";"PSICAT";"DIOBOR";4;"PSICAT";2;1;NA;7;1,7;0,8;1;2,4;"MA, VA, MR";2024-10-03;NA;1,36;0,00472516720950573;0,0330761704665401;2,4;5,19866666666667;14,878;5,16559049620013;12,478;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
