"";"mod2";"modalite";"sp1";"sp2";"pot";"sp";"ind";"etat";"origine";"nbleaves1";"le length";"le width";"st diam";"st length";"obs";"date";"mort";"area";"masse";"masse_tot.x";"vol";"masse_tot.y";"vol_tot";"diffmass";"diffvol";"X";"nom_binomial";"basisOfRecord";"individualCount";"kingdom";"recordedBy";"eventDate";"country";"countryCode";"island";"licence"
"259";"INTER4 ABUEXS LEULEU 4 ABUEXS 1";"INTER4";"ABUEXS";"LEULEU";4;"ABUEXS";1;1;NA;2;2,9;1,35;0,65;4,4;"MR, AM";2024-10-11;NA;3,915;0,000262208478969485;0,000524416957938971;2,86;0,77;6,69;0,769475583042061;3,83;1;"Abutilon exstipulare";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"260";"INTER4 ABUEXS LEULEU 4 ABUEXS 2";"INTER4";"ABUEXS";"LEULEU";4;"ABUEXS";2;1;NA;2;2,2;1;0,7;1,3;"MR, AM";2024-10-11;NA;2,2;-0,00256604382174034;-0,00513208764348069;0,91;1,924;13;1,92913208764348;12,09;1;"Abutilon exstipulare";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"261";"INTER4 ABUEXS LEULEU 4 ABUEXS 3";"INTER4";"ABUEXS";"LEULEU";4;"ABUEXS";3;1;NA;4;2,9;1,3;0,8;2,5;"MR, AM";2024-10-11;NA;3,77;2,30851066062637e-05;9,23404264250548e-05;2;8,83;23,4;8,82990765957357;21,4;1;"Abutilon exstipulare";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"262";"INTER4 ABUEXS LEULEU 4 LEULEU 4";"INTER4";"ABUEXS";"LEULEU";4;"LEULEU";4;1;NA;4;2,7;3,2;1,75;4;"MR, AM";2024-10-11;NA;8,64;0,0130418252798062;0,0782509516788371;7;8,87;53,9;8,79174904832116;46,9;11;"Leucaena leucocephala";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"263";"INTER4 ABUEXS LEULEU 5 ABUEXS 1";"INTER4";"ABUEXS";"LEULEU";5;"ABUEXS";1;1;NA;3;2,4;1,15;0,65;3,5;"MR, AM";2024-10-11;NA;2,76;-0,00164253286640652;-0,00492759859921957;2,275;1,463;11,55;1,46792759859922;9,275;1;"Abutilon exstipulare";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"264";"INTER4 ABUEXS LEULEU 5 ABUEXS 2";"INTER4";"ABUEXS";"LEULEU";5;"ABUEXS";2;1;NA;4;2,85;1,4;0,65;2,2;"MR, AM";2024-10-11;NA;3,99;0,000385892981915979;0,00154357192766391;1,43;4,93;27,6;4,92845642807234;26,17;1;"Abutilon exstipulare";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"265";"INTER4 ABUEXS LEULEU 5 ABUEXS 3";"INTER4";"ABUEXS";"LEULEU";5;"ABUEXS";3;1;NA;2;1,75;1,05;0,7;2,3;"MR, AM";2024-10-11;NA;1,8375;-0,0031638522526484;-0,00632770450529679;1,61;1,197;7,89;1,2033277045053;6,28;1;"Abutilon exstipulare";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"266";"INTER4 ABUEXS LEULEU 5 LEULEU 4";"INTER4";"ABUEXS";"LEULEU";5;"LEULEU";4;1;NA;4;2,5;3,9;1,5;4,05;"MR, AM";2024-10-11;NA;9,75;0,0141986383987187;0,0709931919935937;6,075;10,314;44,1;10,2430068080064;38,025;11;"Leucaena leucocephala";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"267";"INTER4 ALBLEB FERBUX 1 ALBLEB 1";"INTER4";"ALBLEB";"FERBUX";1;"ALBLEB";1;1;NA;5;1,7;1,8;1;4,8;"MR, OF";2024-10-10;NA;3,06;0,0290493620788337;0,145246810394169;4,8;11,214;42,78;11,0687531896058;37,98;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"268";"INTER4 ALBLEB FERBUX 1 ALBLEB 2";"INTER4";"ALBLEB";"FERBUX";1;"ALBLEB";2;1;NA;4;3,95;4,2;2;6,5;"MR, OF";2024-10-10;NA;16,59;0,0478585164284393;0,215363323927977;13;2,262;16,77;2,04663667607202;3,77;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"269";"INTER4 ALBLEB FERBUX 1 ALBLEB 3";"INTER4";"ALBLEB";"FERBUX";1;"ALBLEB";3;1;NA;4;2;3,2;2;4,3;"MR, OF";2024-10-10;NA;6,4;0,0336925679567112;0,1516165558052;8,6;7,341;67,08;7,1893834441948;58,48;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"270";"INTER4 ALBLEB FERBUX 1 FERBUX 4";"INTER4";"ALBLEB";"FERBUX";1;"FERBUX";4;1;NA;12;0,9;0,4;1;3,6;"MR, OF";2024-10-10;NA;0,36;0,00227287277259414;0,0272744732711297;3,6;0,236;1,17;0,20872552672887;-2,43;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"271";"INTER4 ALBLEB FERBUX 2 ALBLEB 1";"INTER4";"ALBLEB";"FERBUX";2;"ALBLEB";1;1;NA;3;2;2,3;2;4,3;"MR, OF";2024-10-10;NA;4,6;0,0311902414356994;0,0935707243070981;8,6;12,375;45,9;12,2814292756929;37,3;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"272";"INTER4 ALBLEB FERBUX 2 ALBLEB 2";"INTER4";"ALBLEB";"FERBUX";2;"ALBLEB";2;1;NA;2;3,3;2,2;1,5;4,4;"MR, OF";2024-10-10;NA;7,26;0,0348881239611946;0,0872203099029866;6,6;7,036;45,36;6,94877969009701;38,76;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"273";"INTER4 ALBLEB FERBUX 2 ALBLEB 3";"INTER4";"ALBLEB";"FERBUX";2;"ALBLEB";3;1;NA;1;1,8;2;2;4,9;"MR, OF";2024-10-10;NA;3,6;0,0298000600351373;0,0447000900527059;9,8;9,27;44,1;9,22529990994729;34,3;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"274";"INTER4 ALBLEB FERBUX 2 FERBUX 4";"INTER4";"ALBLEB";"FERBUX";2;"FERBUX";4;1;NA;12;0,85;0,5;0,75;2,2;"MR, OF";2024-10-10;NA;0,425;0,00290693831394992;0,034883259767399;1,65;0,0377142857142857;1,2;0,00283102594688669;-0,45;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"275";"INTER4 ALBLEB FERBUX 3 ALBLEB 1";"INTER4";"ALBLEB";"FERBUX";3;"ALBLEB";1;1;NA;5;2;2,7;1,75;4,3;"MR, OF";2024-10-10;NA;5,4;0,0323023865561491;0,161511932780745;7,525;4,14;77,9;3,97848806721925;70,375;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"276";"INTER4 ALBLEB FERBUX 3 ALBLEB 2";"INTER4";"ALBLEB";"FERBUX";3;"ALBLEB";2;1;NA;2;3,2;3,7;1,5;5,8;"MR, OF";2024-10-10;NA;11,84;0,0412551547757692;0,0825103095515383;8,7;4,7915;28,92;4,70898969044846;20,22;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"277";"INTER4 ALBLEB FERBUX 3 ALBLEB 3";"INTER4";"ALBLEB";"FERBUX";3;"ALBLEB";3;1;NA;4;2,1;2,8;1,75;5,3;"MR, OF";2024-10-10;NA;5,88;0,0329696736284189;0,164848368142094;9,275;6,824;48,99;6,65915163185791;39,715;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"278";"INTER4 ALBLEB FERBUX 3 FERBUX 4";"INTER4";"ALBLEB";"FERBUX";3;"FERBUX";4;1;NA;14;0,8;0,5;1;4;"MR, OF";2024-10-10;NA;0,4;0,00266306695189001;0,0372829373264601;4;0,228;1,602;0,19071706267354;-2,398;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"279";"INTER4 ALBLEB FERBUX 4 ALBLEB 1";"INTER4";"ALBLEB";"FERBUX";4;"ALBLEB";1;1;NA;4;4;4,1;1,75;5,9;"MR, OF";2024-10-10;NA;16,4;0,0475943819623324;0,19037752784933;10,325;5,508;94,71;5,31762247215067;84,385;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"280";"INTER4 ALBLEB FERBUX 4 ALBLEB 2";"INTER4";"ALBLEB";"FERBUX";4;"ALBLEB";2;0;NA;2;1;1,2;1,5;3,6;"MR, OF";2024-10-10;NA;1,2;0,0264636246737882;0,0793908740213645;5,4;0,732;5,675;0,652609125978636;0,275;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"281";"INTER4 ALBLEB FERBUX 4 ALBLEB 3";"INTER4";"ALBLEB";"FERBUX";4;"ALBLEB";3;1;NA;4;3,5;3,1;1,5;6,8;"MR, OF";2024-10-10;NA;10,85;0,0398788751892126;0,159515500756851;10,2;12,116;99,015;11,9564844992431;88,815;2;"Albizia lebbeck";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"282";"INTER4 ALBLEB FERBUX 4 FERBUX 4";"INTER4";"ALBLEB";"FERBUX";4;"FERBUX";4;1;NA;12;0,6;0,4;0,75;3,1;"MR, OF";2024-10-10;NA;0,24;0,00110229023470656;0,0132274828164787;2,325;0,114;1,02;0,100772517183521;-1,305;6;"Fernelia buxifolia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"283";"INTER4 COPBOR LANCAM 1 COPBOR 1";"INTER4";"COPBOR";"LANCAM";1;"COPBOR";1;1;NA;6;1,8;0,45;1;1,6;"MR, NS";NA;NA;0,81;0,00474286594235542;0,0284571956541325;1,6;0,135;0,465;0,106542804345868;-1,135;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"284";"INTER4 COPBOR LANCAM 1 COPBOR 2";"INTER4";"COPBOR";"LANCAM";1;"COPBOR";2;1;NA;4;1,6;0,75;0,7;1;"MR, NS";NA;NA;1,2;0,00592769189227923;0,0237107675691169;0,7;0,135;0,459;0,111289232430883;-0,241;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"285";"INTER4 COPBOR LANCAM 1 COPBOR 3";"INTER4";"COPBOR";"LANCAM";1;"COPBOR";3;1;NA;6;1,9;0,7;0,9;2;"MR, NS";NA;NA;1,33;0,00632263387558716;0,037935803253523;1,8;0,231;0,66;0,193064196746477;-1,14;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"286";"INTER4 COPBOR LANCAM 1 LANCAM 4";"INTER4";"COPBOR";"LANCAM";1;"LANCAM";4;1;NA;6;2,4;1,4;1,1;1,7;"MR, NS";NA;NA;3,36;0,000987164173543886;0,00592298504126332;1,87;9,6232;71,2;9,61727701495874;69,33;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"287";"INTER4 COPBOR LANCAM 2 COPBOR 1";"INTER4";"COPBOR";"LANCAM";2;"COPBOR";1;1;NA;4;1,8;0,8;1;1,4;"MR, NS";NA;NA;1,44;0,0066568155537708;0,0266272622150832;1,4;0,044;0,09;0,0173727377849168;-1,31;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"288";"INTER4 COPBOR LANCAM 2 COPBOR 2";"INTER4";"COPBOR";"LANCAM";2;"COPBOR";2;1;NA;6;1,4;0,6;0,9;2,1;"MR, NS";NA;NA;0,84;0,00483400640004187;0,0290040384002512;1,89;0,03;0,1;0,000995961599748789;-1,79;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"289";"INTER4 COPBOR LANCAM 2 COPBOR 3";"INTER4";"COPBOR";"LANCAM";2;"COPBOR";3;1;NA;4;2;0,9;1,1;2,1;"MR, NS";NA;NA;1,8;0,00775050104600816;0,0310020041840326;2,31;0,052;0,3;0,0209979958159674;-2,01;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"290";"INTER4 COPBOR LANCAM 2 LANCAM 4";"INTER4";"COPBOR";"LANCAM";2;"LANCAM";4;1;NA;23;6,5;3,5;2,8;8;"MR, NS";NA;NA;22,75;0,0869659661700074;2,00021722191017;22,4;5,432;32,4;3,43178277808983;10;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"291";"INTER4 COPBOR LANCAM 3 COPBOR 1";"INTER4";"COPBOR";"LANCAM";3;"COPBOR";1;1;NA;4;1,7;0,65;1;2,5;"MR, NS";NA;NA;1,105;0,00563908044293881;0,0225563217717553;2,5;0,024;0,14;0,00144367822824475;-2,36;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"292";"INTER4 COPBOR LANCAM 3 COPBOR 2";"INTER4";"COPBOR";"LANCAM";3;"COPBOR";2;1;NA;4;1,8;0,75;1,2;2,4;"MR, NS";NA;NA;1,35;0,00638339418071146;0,0255335767228458;2,88;0;0;-0,0255335767228458;-2,88;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"293";"INTER4 COPBOR LANCAM 3 COPBOR 3";"INTER4";"COPBOR";"LANCAM";3;"COPBOR";3;1;NA;4;1,8;0,8;1;2;"MR, NS";NA;NA;1,44;0,0066568155537708;0,0266272622150832;2;0;0;-0,0266272622150832;-2;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"294";"INTER4 COPBOR LANCAM 3 LANCAM 4";"INTER4";"COPBOR";"LANCAM";3;"LANCAM";4;1;NA;27;6,6;3,4;2,9;9,4;"MR, NS";NA;NA;22,44;0,0855913695419051;2,31096697763144;27,26;9,6725;71,25;7,36153302236856;43,99;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"295";"INTER4 COPBOR LANCAM 4 COPBOR 1";"INTER4";"COPBOR";"LANCAM";4;"COPBOR";1;1;NA;4;1,8;0,6;1;1,8;"MR, NS";NA;NA;1,08;0,00556313006153344;0,0222525202461338;1,8;0,048;0,5;0,0257474797538662;-1,3;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"296";"INTER4 COPBOR LANCAM 4 COPBOR 2";"INTER4";"COPBOR";"LANCAM";4;"COPBOR";2;1;NA;4;1,8;0,7;1;2,4;"MR, NS";NA;NA;1,26;0,00610997280765212;0,0244398912306085;2,4;0,033;0,44;0,00856010876939152;-1,96;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"297";"INTER4 COPBOR LANCAM 4 COPBOR 3";"INTER4";"COPBOR";"LANCAM";4;"COPBOR";3;1;NA;4;2;0,8;1,1;2,4;"MR, NS";NA;NA;1,6;0,00714289799476518;0,0285715919790607;2,64;0;0;-0,0285715919790607;-2,64;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"298";"INTER4 COPBOR LANCAM 4 LANCAM 4";"INTER4";"COPBOR";"LANCAM";4;"LANCAM";4;1;NA;16;4;2,3;1,5;3,5;"MR, NS";NA;NA;9,2;0,0268827909739228;0,430124655582765;5,25;11,6393333333333;79;11,2092086777506;73,75;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"299";"INTER4 COPBOR LANCAM 5 COPBOR 1";"INTER4";"COPBOR";"LANCAM";5;"COPBOR";1;1;NA;6;1,65;0,5;1;2,2;"MR, NS";NA;NA;0,825;0,00478843617119865;0,0287306170271919;2,2;0;0;-0,0287306170271919;-2,2;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"300";"INTER4 COPBOR LANCAM 5 COPBOR 2";"INTER4";"COPBOR";"LANCAM";5;"COPBOR";2;1;NA;4;1,8;0,7;0,8;2,2;"MR, NS";NA;NA;1,26;0,00610997280765212;0,0244398912306085;1,76;0,039;0,3;0,0145601087693915;-1,46;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"301";"INTER4 COPBOR LANCAM 5 COPBOR 3";"INTER4";"COPBOR";"LANCAM";5;"COPBOR";3;1;NA;6;2,05;0,75;0,9;2,5;"MR, NS";NA;NA;1,5375;0,00695302204125175;0,0417181322475105;2,25;0,036;0,3;-0,00571813224751051;-1,95;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"302";"INTER4 COPBOR LANCAM 5 LANCAM 4";"INTER4";"COPBOR";"LANCAM";5;"LANCAM";4;1;NA;15;3,7;2,15;1,25;3;"MR, NS";NA;NA;7,955;0,0213622335481571;0,320433503222356;3,75;11,426;67,2;11,1055664967776;63,45;10;"Lantana camara";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"303";"INTER4 COPBOR PSICAT 1 COPBOR 1";"INTER4";"COPBOR";"PSICAT";1;"COPBOR";1;1;NA;4;1,9;0,7;1,1;2,4;"MR, NS";2024-10-04;NA;1,33;0,00632263387558716;0,0252905355023486;2,64;1,8;0,9;1,77470946449765;-1,74;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"304";"INTER4 COPBOR PSICAT 1 COPBOR 2";"INTER4";"COPBOR";"PSICAT";1;"COPBOR";2;1;NA;4;1,8;0,55;1;1,8;"MR, NS";2024-10-04;NA;0,99;0,0052897086884741;0,0211588347538964;1,8;0,032;0,25;0,0108411652461036;-1,55;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"305";"INTER4 COPBOR PSICAT 1 COPBOR 3";"INTER4";"COPBOR";"PSICAT";1;"COPBOR";3;1;NA;4;2;0,8;0,9;2,2;"MR, NS";2024-10-04;NA;1,6;0,00714289799476518;0,0285715919790607;1,98;0,4;0,45;0,371428408020939;-1,53;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"306";"INTER4 COPBOR PSICAT 1 PSICAT 4";"INTER4";"COPBOR";"PSICAT";1;"PSICAT";4;1;NA;8;1,2;0,7;0,7;2;"MR, NS";2024-10-04;NA;0,84;0,00246228804955536;0,0196983043964429;1,4;4,76933333333333;12;4,74963502893689;10,6;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"307";"INTER4 COPBOR PSICAT 2 COPBOR 1";"INTER4";"COPBOR";"PSICAT";2;"COPBOR";1;1;NA;4;2;0,8;0,9;1,5;"MR, NS";2024-10-04;NA;1,6;0,00714289799476518;0,0285715919790607;1,35;0,0105;0,19;-0,0180715919790607;-1,16;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"308";"INTER4 COPBOR PSICAT 2 COPBOR 2";"INTER4";"COPBOR";"PSICAT";2;"COPBOR";2;1;NA;2;1,7;0,6;1;1,9;"MR, NS";2024-10-04;NA;1,02;0,00538084914616055;0,0107616982923211;1,9;0,042;0,23;0,0312383017076789;-1,67;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"309";"INTER4 COPBOR PSICAT 2 COPBOR 3";"INTER4";"COPBOR";"PSICAT";2;"COPBOR";3;1;NA;4;1,2;0,75;0,8;2,7;"MR, NS";2024-10-04;NA;0,9;0,00501628731541476;0,020065149261659;2,16;0,063;0,3;0,0429348507383409;-1,86;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"310";"INTER4 COPBOR PSICAT 2 PSICAT 4";"INTER4";"COPBOR";"PSICAT";2;"PSICAT";4;1;NA;8;1,3;0,7;0,8;2,3;"MR, NS";2024-10-04;NA;0,91;0,00276690639801021;0,0221352511840817;1,84;3,762;12;3,73986474881592;10,16;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"311";"INTER4 COPBOR PSICAT 3 COPBOR 1";"INTER4";"COPBOR";"PSICAT";3;"COPBOR";1;1;NA;4;1,6;0,7;1;2,4;"MR, NS";2024-10-04;NA;1,12;0,00568465067178204;0,0227386026871281;2,4;0,413;0,8;0,390261397312872;-1,6;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"312";"INTER4 COPBOR PSICAT 3 COPBOR 2";"INTER4";"COPBOR";"PSICAT";3;"COPBOR";2;1;NA;4;1,5;0,7;0,9;2,2;"MR, NS";2024-10-04;NA;1,05;0,00547198960384699;0,021887958415388;1,98;0,06;0,6;0,038112041584612;-1,38;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"313";"INTER4 COPBOR PSICAT 3 COPBOR 3";"INTER4";"COPBOR";"PSICAT";3;"COPBOR";3;1;NA;4;2,1;0,9;1;1,6;"MR, NS";2024-10-04;NA;1,89;0,0080239224190675;0,03209568967627;1,6;0,342;0,8;0,30990431032373;-0,8;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"314";"INTER4 COPBOR PSICAT 3 PSICAT 4";"INTER4";"COPBOR";"PSICAT";3;"PSICAT";4;1;NA;8;1,2;0,65;0,8;2,4;"MR, NS";2024-10-04;NA;0,78;0,00220118660802262;0,017609492864181;1,92;9,291;36,05;9,27339050713582;34,13;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"315";"INTER4 COPBOR PSICAT 4 COPBOR 1";"INTER4";"COPBOR";"PSICAT";4;"COPBOR";1;1;NA;4;1,9;0,8;1,1;2,4;"MR, NS";2024-10-04;NA;1,52;0,00689985677426799;0,027599427097072;2,64;0,4015;0,525;0,373900572902928;-2,115;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"316";"INTER4 COPBOR PSICAT 4 COPBOR 2";"INTER4";"COPBOR";"PSICAT";4;"COPBOR";2;1;NA;4;1,9;0,8;0,8;1,3;"MR, NS";2024-10-04;NA;1,52;0,00689985677426799;0,027599427097072;1,04;0,462;1,47;0,434400572902928;0,43;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"317";"INTER4 COPBOR PSICAT 4 COPBOR 3";"INTER4";"COPBOR";"PSICAT";4;"COPBOR";3;1;NA;4;1,9;0,8;1;2,3;"MR, NS";2024-10-04;NA;1,52;0,00689985677426799;0,027599427097072;2,3;0,777;1,08;0,749400572902928;-1,22;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
